Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_accountbonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,Other_debtorsguarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,Foreign_worker,Creditworthiness
3,0.16176500000000002,2,1,0.057775,5,5,1.0,1,1,1.0,4,0.464286,1,3,0.0,3,1,1,1,good credit
1,0.382353,0,9,0.22174499999999997,2,3,1.0,2,1,1.0,3,0.125,3,1,0.333333,2,0,1,1,bad credit
3,0.16176500000000002,2,0,0.181908,5,3,0.666667,1,1,0.333333,4,0.178571,3,2,0.0,3,0,1,1,good credit
1,0.16176500000000002,1,0,0.055794,2,3,0.333333,1,1,0.333333,2,0.107143,3,1,0.0,3,0,1,1,bad credit
3,0.470588,2,6,0.086332,1,3,1.0,1,1,1.0,4,0.321429,2,3,0.0,3,0,2,1,bad credit
0,0.558824,2,2,0.419941,1,4,0.333333,1,3,1.0,2,0.464286,3,3,0.0,3,1,1,1,good credit
1,0.647059,3,6,0.32871100000000003,1,5,1.0,1,1,1.0,4,0.553571,3,3,0.0,3,0,1,1,bad credit
0,0.029412,4,3,0.004842,3,5,1.0,1,1,1.0,3,0.589286,3,2,0.333333,3,0,1,1,good credit
0,0.073529,2,0,0.064488,1,2,0.666667,1,1,0.333333,4,0.14285699999999998,3,3,0.0,4,0,2,1,bad credit
0,0.205882,4,3,0.089689,1,4,1.0,1,1,0.0,2,0.232143,3,2,0.333333,4,0,2,1,good credit
0,0.117647,2,6,0.023880000000000002,1,3,1.0,1,1,1.0,3,0.375,3,1,0.0,2,1,1,1,bad credit
1,0.16176500000000002,2,5,0.058214999999999996,1,5,1.0,1,1,1.0,3,0.33928600000000003,3,2,0.333333,2,0,1,1,good credit
3,0.382353,3,9,0.22130500000000003,2,3,0.333333,1,1,0.333333,2,0.125,3,2,0.333333,2,0,1,1,good credit
1,0.647059,1,9,0.18245799999999998,2,4,1.0,1,1,0.333333,3,0.196429,3,2,0.0,3,0,1,1,good credit
1,0.073529,1,1,0.26846,1,5,0.333333,2,1,1.0,4,0.982143,1,3,0.0,4,1,2,1,bad credit
1,0.294118,2,2,0.155112,2,5,1.0,1,1,1.0,4,0.196429,3,3,0.0,3,0,1,1,good credit
3,0.08823500000000001,2,0,0.06426799999999999,2,3,0.666667,1,1,0.333333,1,0.28571399999999997,3,1,0.0,2,0,1,2,good credit
0,0.16176500000000002,2,4,0.056399,5,3,1.0,2,1,0.333333,3,0.089286,3,1,0.0,3,0,1,1,bad credit
0,0.117647,4,1,0.07021000000000001,1,5,1.0,1,1,1.0,4,0.8392860000000001,3,3,0.333333,4,0,1,1,good credit
3,0.205882,2,2,0.174535,1,5,1.0,1,1,1.0,2,0.5,1,2,0.666667,3,1,2,1,good credit
0,0.147059,2,0,0.48024700000000003,1,5,0.0,1,1,1.0,2,0.464286,3,2,0.0,4,0,2,2,bad credit
0,0.205882,4,2,0.10311400000000001,1,3,1.0,2,1,1.0,1,0.089286,3,1,0.333333,3,0,1,1,bad credit
1,0.470588,0,3,0.195554,1,3,1.0,2,1,0.0,3,0.410714,3,2,0.0,3,0,2,1,bad credit
0,0.117647,0,0,0.04578,1,3,1.0,1,1,1.0,3,0.517857,1,2,0.333333,3,0,1,1,bad credit
1,0.470588,3,0,0.14372200000000002,2,5,1.0,1,1,0.666667,4,0.196429,3,3,0.0,3,0,1,1,good credit
0,0.205882,2,3,0.16177,1,3,0.333333,2,1,0.333333,1,0.089286,3,2,0.0,3,0,1,1,bad credit
1,0.647059,2,10,0.282326,5,1,0.666667,1,1,1.0,4,0.375,1,3,0.0,1,0,2,1,good credit
1,0.205882,0,0,0.111588,2,2,0.666667,2,1,0.666667,3,0.16071400000000002,3,2,0.333333,3,0,1,1,bad credit
1,0.647059,3,10,0.403433,2,1,0.333333,1,1,1.0,4,0.214286,3,3,0.0,4,0,2,1,good credit
3,0.470588,2,9,0.393914,5,5,0.666667,1,1,0.333333,2,0.321429,3,2,0.333333,3,0,1,1,good credit
1,0.029412,1,6,0.010069,4,2,1.0,2,1,0.333333,2,0.089286,1,1,0.0,3,1,1,1,bad credit
1,0.117647,2,0,0.096401,1,4,0.666667,1,1,1.0,2,0.196429,3,1,0.0,3,1,2,1,good credit
1,0.294118,2,0,0.060801,1,2,0.666667,2,1,1.0,3,0.107143,3,2,0.0,2,0,2,1,bad credit
0,0.602941,2,3,0.087763,1,3,1.0,1,1,1.0,4,0.07142899999999999,3,3,0.0,3,0,2,1,bad credit
1,0.338235,0,9,0.443931,1,5,0.333333,2,1,1.0,4,0.410714,3,3,0.333333,4,0,2,1,bad credit
3,0.117647,4,2,0.07384199999999999,4,4,0.666667,2,1,0.333333,2,0.28571399999999997,3,2,0.0,3,0,1,2,good credit
0,0.294118,2,0,0.056949,5,4,1.0,2,1,1.0,4,0.232143,3,1,0.0,3,0,1,1,bad credit
0,0.647059,2,9,0.223286,1,2,0.666667,2,1,1.0,2,0.089286,3,1,0.0,3,0,1,1,bad credit
1,0.470588,2,3,0.133212,2,3,1.0,2,2,1.0,4,0.553571,3,3,0.0,3,0,1,1,bad credit
0,0.294118,1,0,0.051887,1,1,0.0,2,2,1.0,4,0.178571,3,1,0.333333,1,0,1,1,bad credit
3,0.470588,4,0,0.180753,1,4,1.0,1,1,1.0,3,0.321429,3,2,0.333333,3,0,2,1,good credit
0,0.029412,2,3,0.131892,3,3,0.333333,1,1,0.666667,1,0.446429,3,1,0.0,3,1,1,1,good credit
1,0.117647,2,0,0.0575,1,2,0.666667,2,1,0.0,3,0.107143,3,1,0.0,3,0,1,1,bad credit
0,0.147059,2,0,0.48024700000000003,1,5,0.0,1,1,1.0,2,0.464286,3,2,0.0,4,0,2,2,bad credit
1,0.117647,2,1,0.097832,5,3,1.0,1,1,0.333333,3,0.196429,3,2,0.0,3,0,1,1,good credit
3,0.470588,2,2,0.170518,1,3,1.0,2,1,0.333333,3,0.16071400000000002,3,2,0.0,4,0,2,1,bad credit
3,0.0,4,3,0.071201,1,4,0.333333,1,1,0.0,1,0.410714,3,2,0.666667,2,1,1,1,good credit
3,0.029412,4,3,0.090679,5,3,0.0,1,1,0.333333,1,0.267857,3,2,0.333333,2,1,1,1,good credit
0,0.470588,2,10,0.8587540000000001,1,1,0.333333,1,2,0.666667,3,0.428571,3,2,0.0,4,0,1,1,good credit
3,0.073529,4,6,0.037745999999999995,3,5,1.0,1,1,0.333333,3,0.589286,3,2,0.333333,3,0,2,1,good credit
3,0.294118,4,2,0.097832,1,4,0.333333,1,1,0.333333,2,0.196429,3,2,0.333333,2,0,1,1,good credit
0,0.382353,2,2,0.15725799999999998,1,2,0.333333,1,1,1.0,2,0.214286,3,2,0.0,2,0,1,1,bad credit
1,0.16176500000000002,2,3,0.030373,1,5,1.0,1,1,0.666667,3,0.321429,3,2,0.0,3,1,1,1,bad credit
1,0.117647,2,2,0.138219,5,5,0.0,2,1,0.333333,2,0.107143,1,2,0.0,3,0,2,1,bad credit
0,0.029412,4,0,0.061131,1,2,0.333333,1,1,1.0,1,0.375,3,2,0.0,2,1,1,2,good credit
3,0.029412,3,9,0.08215,2,3,0.0,1,1,0.333333,1,0.267857,3,2,0.333333,2,0,1,1,good credit
1,0.294118,3,9,0.369594,2,4,1.0,1,1,1.0,3,0.303571,3,1,0.0,4,0,2,1,good credit
3,0.470588,2,3,0.11274300000000001,3,5,1.0,1,1,1.0,3,0.357143,3,2,0.0,3,0,1,1,good credit
1,0.338235,4,3,0.124904,3,3,1.0,1,1,0.333333,2,0.07142899999999999,3,2,0.333333,2,0,1,1,bad credit
3,0.117647,2,0,0.143557,5,1,1.0,1,1,1.0,4,0.33928600000000003,3,2,0.0,4,0,2,1,good credit
0,0.470588,4,2,0.328986,1,2,1.0,2,2,1.0,4,0.07142899999999999,3,1,0.333333,2,0,2,1,bad credit
1,0.382353,4,0,0.22004,1,1,1.0,1,1,0.333333,3,0.16071400000000002,3,2,0.333333,4,0,1,1,bad credit
3,0.029412,0,0,0.052493,2,3,1.0,1,1,0.0,4,0.28571399999999997,1,1,0.0,3,0,1,2,good credit
3,0.117647,2,0,0.143557,5,1,1.0,1,1,1.0,4,0.33928600000000003,3,2,0.0,4,0,2,1,good credit
0,0.117647,1,8,0.004897,1,5,1.0,1,1,0.0,3,0.464286,1,2,0.0,2,0,1,1,good credit
1,0.073529,2,0,0.071476,5,2,1.0,1,1,0.333333,1,0.28571399999999997,3,2,0.0,1,0,1,1,good credit
2,0.16176500000000002,2,6,0.09106399999999999,1,5,1.0,1,1,1.0,3,0.375,3,1,0.0,4,0,2,1,good credit
0,0.294118,2,2,0.164191,1,2,1.0,2,1,1.0,1,0.07142899999999999,3,1,0.0,2,0,2,1,bad credit
3,0.117647,2,9,0.04545,1,3,0.333333,1,1,0.333333,1,0.125,3,2,0.0,3,0,2,2,good credit
3,0.029412,1,0,0.029327999999999996,5,3,0.0,1,3,0.333333,1,0.125,2,2,0.0,2,1,1,1,good credit
0,0.16176500000000002,2,0,0.204083,1,3,0.666667,2,1,0.333333,2,0.178571,3,2,0.0,3,0,2,1,bad credit
0,0.205882,4,0,0.204468,1,5,0.0,2,1,1.0,1,0.25,1,1,0.666667,3,0,2,1,bad credit
3,0.647059,4,3,0.183119,5,5,1.0,1,1,0.0,1,0.5,3,2,0.0,3,0,2,1,good credit
1,0.132353,2,3,0.101849,1,2,0.333333,2,3,1.0,2,0.07142899999999999,3,2,0.0,2,0,1,1,good credit
3,0.470588,4,0,0.180753,1,4,1.0,1,1,1.0,3,0.321429,3,2,0.333333,3,0,2,1,good credit
2,0.08823500000000001,2,2,0.056399,1,2,1.0,2,1,0.333333,2,0.07142899999999999,3,2,0.0,3,0,1,1,good credit
0,0.470588,4,6,0.43001000000000006,1,3,0.666667,2,1,0.333333,4,0.107143,3,2,0.333333,4,0,2,1,bad credit
0,0.073529,2,0,0.02223,1,3,1.0,1,1,0.666667,3,0.16071400000000002,3,2,0.0,2,0,1,1,bad credit
1,0.735294,0,9,0.8635959999999999,1,2,0.666667,1,1,1.0,4,0.696429,3,1,0.0,3,0,2,1,bad credit
3,0.294118,4,3,0.119621,5,5,1.0,1,1,1.0,2,0.607143,3,2,0.333333,3,0,1,1,good credit
2,0.294118,2,2,0.092165,1,3,0.333333,1,1,0.333333,1,0.125,3,2,0.0,3,0,1,1,good credit
1,0.25,3,0,0.11571500000000001,1,3,0.0,1,1,1.0,2,0.5,3,2,0.333333,3,0,1,1,good credit
1,0.08823500000000001,2,0,0.388357,1,1,0.333333,1,1,1.0,4,0.9107139999999999,1,3,0.0,4,0,2,1,good credit
3,0.16176500000000002,2,6,0.24061799999999997,2,3,0.666667,1,1,0.333333,2,0.375,3,2,0.0,4,0,2,1,bad credit
0,0.029412,4,0,0.245736,5,2,0.0,1,1,0.666667,1,0.446429,3,2,0.333333,2,1,1,1,good credit
2,0.470588,2,3,0.201552,1,3,0.333333,1,1,0.333333,1,0.07142899999999999,3,2,0.0,3,0,2,1,good credit
3,0.647059,2,9,0.20160699999999998,5,3,1.0,1,1,0.333333,1,0.33928600000000003,1,2,0.0,3,0,1,1,bad credit
3,0.117647,2,3,0.06839400000000001,1,2,1.0,2,1,0.666667,3,0.267857,3,2,0.0,3,1,1,1,good credit
3,0.294118,4,9,0.21398699999999998,2,3,0.666667,1,1,0.666667,2,0.14285699999999998,3,2,0.333333,2,0,2,1,good credit
0,0.470588,3,6,0.365192,1,3,1.0,1,1,0.666667,2,0.178571,2,2,0.0,3,0,2,1,bad credit
3,0.470588,4,3,0.170133,5,5,1.0,1,1,0.333333,3,0.571429,3,2,0.0,3,0,2,1,good credit
0,0.117647,2,3,0.026246,2,2,1.0,1,1,0.666667,4,0.25,3,2,0.0,2,0,2,1,bad credit
0,0.647059,2,0,0.202542,1,4,1.0,1,1,1.0,4,0.48214300000000004,3,3,0.0,3,1,1,1,bad credit
3,0.25,3,9,0.12820499999999999,3,2,1.0,1,1,0.333333,1,0.392857,1,2,0.0,2,1,1,1,bad credit
0,0.117647,2,0,0.053813,1,3,1.0,2,1,0.333333,1,0.089286,3,2,0.0,2,0,1,1,bad credit
3,0.029412,4,0,0.006163,2,3,1.0,2,1,1.0,3,0.589286,3,2,0.333333,2,0,1,1,good credit
3,0.205882,2,5,0.093155,1,2,1.0,2,1,1.0,1,0.07142899999999999,3,2,0.0,3,0,1,1,bad credit
1,0.16176500000000002,0,0,0.084076,1,2,0.333333,2,1,0.0,1,0.125,3,1,0.333333,1,0,1,1,bad credit
3,0.25,3,9,0.12820499999999999,3,2,1.0,1,1,0.333333,1,0.392857,1,2,0.0,2,1,1,1,bad credit
1,0.294118,2,0,0.060801,1,2,0.666667,2,1,1.0,3,0.107143,3,2,0.0,2,0,2,1,bad credit
3,0.25,4,0,0.683944,5,5,1.0,1,1,1.0,4,0.196429,3,3,0.0,4,0,2,1,bad credit
0,0.073529,2,0,0.064488,1,2,0.666667,1,1,0.333333,4,0.14285699999999998,3,3,0.0,4,0,2,1,bad credit
3,0.294118,2,2,0.154727,3,5,1.0,1,1,0.666667,4,0.232143,3,1,0.0,3,0,2,1,good credit
1,0.8235290000000001,2,0,0.393859,2,2,1.0,2,1,0.333333,2,0.089286,3,2,0.0,4,0,1,1,bad credit
0,0.205882,2,2,0.12171199999999999,1,3,0.333333,1,1,0.333333,3,0.053571,3,2,0.0,3,0,1,1,bad credit
2,0.294118,4,9,0.056399,4,3,0.333333,1,1,1.0,1,0.303571,3,2,0.333333,3,0,2,1,good credit
1,0.294118,4,10,0.643117,1,3,0.333333,1,2,0.666667,3,0.357143,3,2,0.333333,4,1,2,1,bad credit
0,0.117647,2,2,0.12804000000000001,1,3,0.333333,1,1,0.0,3,0.410714,3,2,0.0,3,0,1,1,good credit
0,0.205882,2,2,0.048476,1,1,1.0,2,1,0.333333,3,0.25,3,2,0.0,3,0,1,1,bad credit
3,0.470588,4,0,0.350171,1,5,1.0,1,1,1.0,3,0.267857,3,2,0.333333,4,0,2,1,good credit
0,0.205882,2,3,0.16177,1,3,0.333333,2,1,0.333333,1,0.089286,3,2,0.0,3,0,1,1,bad credit
1,0.470588,0,3,0.195554,1,3,1.0,2,1,0.0,3,0.410714,3,2,0.0,3,0,2,1,bad credit
3,0.0,4,3,0.071201,1,4,0.333333,1,1,0.0,1,0.410714,3,2,0.666667,2,1,1,1,good credit
1,0.25,3,0,0.11571500000000001,1,3,0.0,1,1,1.0,2,0.5,3,2,0.333333,3,0,1,1,good credit
3,0.029412,3,9,0.08215,2,3,0.0,1,1,0.333333,1,0.267857,3,2,0.333333,2,0,1,1,good credit
3,0.073529,2,0,0.183064,2,3,0.0,1,3,0.333333,1,0.125,3,1,0.0,3,1,1,2,good credit
3,0.294118,2,3,0.09084400000000001,2,3,1.0,1,1,1.0,3,0.178571,3,1,0.0,4,0,2,1,good credit
0,0.117647,2,3,0.047155,1,3,0.333333,1,1,0.333333,1,0.017856999999999998,3,1,0.0,4,1,2,1,good credit
3,0.117647,2,0,0.06250700000000001,3,3,0.333333,2,1,0.333333,2,0.125,3,2,0.0,3,0,1,1,bad credit
3,0.205882,2,0,0.086387,1,3,0.333333,1,1,0.333333,2,0.196429,3,2,0.0,4,0,2,1,good credit
2,0.294118,2,2,0.145373,1,5,0.666667,1,1,1.0,4,0.571429,3,3,0.0,3,0,1,1,good credit
0,0.117647,2,0,0.056344000000000005,1,2,0.666667,2,1,0.0,1,0.321429,3,2,0.0,2,0,1,1,bad credit
1,0.117647,0,2,0.149609,1,2,1.0,2,1,0.666667,2,0.107143,3,1,0.333333,3,0,1,1,bad credit
1,0.073529,2,3,0.011445,1,3,1.0,1,1,0.666667,1,0.089286,3,2,0.0,3,0,1,1,good credit
3,0.205882,4,2,0.194234,1,2,0.666667,1,1,0.333333,3,0.28571399999999997,3,2,0.333333,4,0,2,1,good credit
1,0.25,4,2,0.137284,4,4,0.666667,1,1,0.333333,3,0.232143,3,2,0.333333,3,0,2,1,good credit
1,0.205882,2,1,0.700231,1,1,0.666667,2,1,1.0,4,0.33928600000000003,3,3,0.0,4,0,2,1,bad credit
1,0.382353,3,3,0.091834,2,2,1.0,1,1,0.666667,4,0.196429,2,2,0.333333,4,0,1,1,bad credit
3,0.073529,2,0,0.183064,2,3,0.0,1,3,0.333333,1,0.125,3,1,0.0,3,1,1,2,good credit
1,0.117647,2,5,0.021404,1,3,1.0,1,1,0.333333,3,0.196429,3,2,0.0,3,0,1,1,bad credit
0,0.117647,2,2,0.419005,1,5,1.0,1,1,1.0,4,0.607143,3,3,0.0,4,0,2,1,bad credit
0,0.205882,2,2,0.098437,1,3,0.0,2,1,1.0,1,0.017856999999999998,1,1,0.0,3,0,1,1,bad credit
3,0.16176500000000002,4,3,0.06718400000000001,1,3,1.0,1,1,1.0,4,0.28571399999999997,3,3,0.333333,3,0,2,1,good credit
2,0.029412,4,0,0.059039999999999995,2,5,0.333333,1,1,1.0,3,0.16071400000000002,3,2,0.333333,3,1,2,1,good credit
0,0.117647,4,1,0.07021000000000001,1,5,1.0,1,1,1.0,4,0.8392860000000001,3,3,0.333333,4,0,1,1,good credit
3,0.117647,4,0,0.068504,1,5,1.0,1,1,0.0,1,0.33928600000000003,3,2,0.333333,2,1,1,1,good credit
1,0.647059,2,3,0.205183,5,4,1.0,1,1,0.0,3,0.392857,3,2,0.333333,3,1,2,1,good credit
1,0.117647,4,0,0.038957,1,4,0.333333,1,1,0.666667,1,0.5,3,2,0.333333,2,1,1,1,good credit
3,0.117647,2,3,0.025146,1,3,1.0,1,1,0.333333,1,0.196429,1,2,0.333333,3,0,1,1,good credit
0,0.117647,0,3,0.327336,1,3,1.0,1,1,0.333333,2,0.16071400000000002,3,1,0.333333,3,0,2,1,bad credit
3,0.205882,4,0,0.138935,1,4,0.333333,1,1,0.333333,2,0.214286,1,2,0.333333,3,0,1,1,bad credit
0,0.205882,2,0,0.109992,2,4,1.0,1,1,0.666667,3,0.196429,3,2,0.0,4,1,2,1,good credit
0,0.205882,2,2,0.048476,1,1,1.0,2,1,0.333333,3,0.25,3,2,0.0,3,0,1,1,bad credit
3,0.029412,0,3,0.009684,1,5,1.0,1,1,1.0,3,0.357143,3,2,0.0,2,0,1,1,good credit
3,0.470588,4,9,0.333113,5,5,1.0,1,1,1.0,1,0.303571,3,2,0.333333,3,0,1,1,good credit
0,0.117647,4,0,0.024265000000000002,1,5,1.0,1,1,0.666667,2,0.28571399999999997,3,2,0.333333,3,0,1,1,bad credit
1,0.294118,3,3,0.07169600000000001,2,4,0.666667,2,1,0.333333,2,0.07142899999999999,3,1,0.333333,3,0,2,1,good credit
0,0.16176500000000002,2,4,0.056399,5,3,1.0,2,1,0.333333,3,0.089286,3,1,0.0,3,0,1,1,bad credit
3,0.25,4,1,0.166447,1,5,0.0,1,1,1.0,3,0.303571,3,2,0.0,4,0,2,1,good credit
3,0.205882,2,3,0.010069,1,1,0.666667,2,2,1.0,1,0.053571,3,1,0.0,3,0,1,1,bad credit
1,0.294118,2,0,0.060801,1,2,0.666667,2,1,1.0,3,0.107143,3,2,0.0,2,0,2,1,bad credit
0,0.294118,1,2,0.122868,3,3,1.0,1,1,1.0,1,0.053571,2,2,0.0,3,0,2,1,good credit
2,0.08823500000000001,2,0,0.054473,2,5,0.0,2,1,1.0,4,0.517857,3,3,0.0,2,1,1,1,bad credit
3,0.382353,4,1,0.404204,5,5,0.0,1,1,1.0,3,0.785714,3,2,0.333333,3,0,1,1,good credit
3,0.647059,2,9,0.252779,1,1,0.666667,1,1,0.333333,3,0.25,1,1,0.0,4,0,2,1,bad credit
0,0.294118,3,3,0.042588,1,2,1.0,1,1,1.0,1,0.517857,2,2,0.0,3,0,1,1,bad credit
3,0.294118,4,5,0.289259,1,5,0.666667,1,1,1.0,4,0.446429,3,3,0.333333,3,0,1,1,good credit
1,0.205882,4,3,0.054749,1,3,1.0,1,1,0.333333,3,0.25,3,2,0.0,3,0,1,1,bad credit
1,0.117647,2,2,0.038572,2,2,1.0,2,1,1.0,3,0.14285699999999998,1,1,1.0,3,0,1,1,bad credit
0,0.117647,4,0,0.17877200000000001,1,3,0.666667,2,2,0.333333,1,0.178571,3,2,0.333333,3,0,1,1,bad credit
3,0.029412,2,3,0.074007,1,4,0.666667,1,1,0.333333,2,0.571429,3,2,0.0,3,1,1,1,good credit
0,0.117647,2,2,0.055684000000000004,5,5,0.333333,1,1,1.0,2,0.535714,3,2,0.0,2,0,2,1,good credit
1,0.117647,2,3,0.049961,3,3,0.666667,1,1,0.0,3,0.125,3,2,0.0,3,0,2,1,good credit
1,0.647059,3,9,0.35385700000000003,5,3,1.0,1,1,1.0,4,0.33928600000000003,3,3,0.0,3,1,2,1,good credit
3,0.205882,2,0,0.086387,1,3,0.333333,1,1,0.333333,2,0.196429,3,2,0.0,4,0,2,1,good credit
3,0.294118,4,3,0.133928,1,3,1.0,1,1,0.333333,1,0.28571399999999997,3,2,0.333333,2,0,1,1,good credit
0,0.205882,1,2,0.07169600000000001,1,3,1.0,1,1,0.666667,3,0.446429,1,2,0.0,3,0,1,1,bad credit
0,0.647059,2,6,0.39760100000000004,1,4,1.0,1,1,0.0,4,0.553571,3,3,0.0,4,0,2,1,good credit
3,0.25,2,2,0.109552,1,5,1.0,1,1,0.333333,1,0.553571,3,2,0.333333,3,0,1,1,good credit
2,0.08823500000000001,2,4,0.053648,1,3,0.333333,1,1,0.333333,3,0.321429,3,2,0.0,3,0,2,1,good credit
1,0.8235290000000001,2,6,0.332233,1,3,1.0,1,1,1.0,4,0.410714,3,3,0.0,3,0,1,1,bad credit
3,0.205882,2,3,0.010069,1,1,0.666667,2,2,1.0,1,0.053571,3,1,0.0,3,0,1,1,bad credit
3,0.029412,2,3,0.06030599999999999,2,5,0.333333,1,1,1.0,4,0.410714,1,3,0.0,3,1,2,1,good credit
1,0.470588,4,3,0.11483399999999999,1,5,1.0,1,1,1.0,1,0.303571,3,2,0.0,3,0,1,1,good credit
1,0.294118,2,0,0.135798,1,3,0.666667,2,1,1.0,2,0.017856999999999998,3,1,0.0,2,0,2,1,bad credit
3,0.205882,2,3,0.066193,1,2,0.666667,2,1,0.0,1,0.125,3,2,0.0,3,0,1,1,good credit
0,0.382353,2,2,0.335644,5,5,1.0,1,1,1.0,2,0.214286,3,2,0.0,3,0,1,1,bad credit
1,0.029412,2,0,0.7871130000000001,5,1,0.0,1,1,0.333333,2,0.07142899999999999,3,2,0.0,1,0,2,1,bad credit
1,0.117647,2,0,0.035105000000000004,1,5,1.0,1,1,1.0,3,0.392857,1,2,0.0,2,1,1,1,bad credit
3,0.294118,2,2,0.142236,3,5,0.666667,1,1,1.0,2,0.607143,3,2,0.0,3,0,1,1,good credit
1,0.073529,2,2,0.036756,1,3,1.0,2,1,0.0,2,0.196429,3,2,0.0,3,0,1,1,bad credit
1,0.294118,2,1,0.212556,3,2,0.666667,2,1,1.0,3,0.16071400000000002,3,1,0.0,3,0,1,1,bad credit
0,0.117647,3,0,0.060196000000000006,1,3,1.0,1,1,0.333333,1,0.428571,3,2,0.333333,2,1,1,1,good credit
2,0.029412,4,0,0.05772000000000001,1,3,0.0,1,1,0.0,1,0.982143,3,2,0.666667,1,1,1,2,good credit
3,0.470588,2,1,0.244085,1,3,0.333333,1,1,0.333333,4,0.232143,3,3,0.0,4,0,2,1,good credit
0,0.294118,2,0,0.06168200000000001,5,3,1.0,2,1,1.0,1,0.107143,3,1,0.0,3,0,1,1,bad credit
1,0.470588,0,3,0.195554,1,3,1.0,2,1,0.0,3,0.410714,3,2,0.0,3,0,2,1,bad credit
3,0.029412,2,5,0.02256,3,4,0.333333,1,1,1.0,1,0.07142899999999999,3,1,0.0,2,0,1,1,good credit
3,0.294118,2,3,0.31325,5,2,0.0,2,1,0.0,3,0.446429,3,2,0.333333,3,0,2,1,bad credit
0,0.558824,4,5,0.172994,1,1,1.0,1,2,1.0,3,0.8214290000000001,3,2,0.333333,1,0,1,1,good credit
3,0.205882,2,5,0.093155,1,2,1.0,2,1,1.0,1,0.07142899999999999,3,2,0.0,3,0,1,1,bad credit
0,0.470588,4,6,0.43001000000000006,1,3,0.666667,2,1,0.333333,4,0.107143,3,2,0.333333,4,0,2,1,bad credit
0,0.16176500000000002,4,2,0.067569,1,5,1.0,1,1,1.0,3,0.446429,3,2,0.333333,3,1,2,1,good credit
2,0.08823500000000001,2,0,0.054473,2,5,0.0,2,1,1.0,4,0.517857,3,3,0.0,2,1,1,1,bad credit
3,0.294118,4,0,0.09750199999999999,1,3,1.0,2,1,1.0,3,0.321429,3,2,0.0,3,0,2,1,good credit
3,0.205882,2,0,0.086387,1,3,0.333333,1,1,0.333333,2,0.196429,3,2,0.0,4,0,2,1,good credit
2,0.558824,0,9,0.33228800000000003,1,2,0.333333,1,1,0.0,2,0.25,3,2,0.333333,3,0,1,1,good credit
1,0.294118,4,2,0.246836,1,2,0.333333,2,1,1.0,3,0.107143,1,2,0.0,2,0,1,1,bad credit
0,0.8235290000000001,3,9,0.362386,1,5,0.666667,1,1,1.0,4,0.785714,3,2,0.333333,3,0,2,1,bad credit
0,0.338235,2,3,0.174205,1,3,0.666667,1,1,0.333333,3,0.14285699999999998,3,2,0.0,4,0,1,1,good credit
3,0.117647,2,1,0.24348000000000003,5,2,0.0,2,1,1.0,3,0.017856999999999998,3,1,0.0,3,0,1,1,good credit
0,0.073529,4,5,0.057115,2,5,0.666667,1,3,1.0,1,0.517857,3,2,0.333333,3,1,1,2,good credit
1,0.294118,1,6,0.087323,1,4,1.0,2,1,1.0,4,0.267857,1,3,0.0,2,0,1,1,bad credit
1,0.647059,2,3,0.154616,1,4,1.0,1,1,1.0,1,0.16071400000000002,3,2,0.333333,3,0,1,1,bad credit
0,0.16176500000000002,2,0,0.08094,1,2,0.333333,1,1,0.666667,1,0.303571,3,2,0.0,3,0,1,1,good credit
3,0.205882,2,3,0.010069,1,1,0.666667,2,2,1.0,1,0.053571,3,1,0.0,3,0,1,1,bad credit
0,0.029412,4,0,0.061131,1,2,0.333333,1,1,1.0,1,0.375,3,2,0.0,2,1,1,2,good credit
3,0.117647,2,2,0.072851,1,3,1.0,1,1,0.333333,1,0.553571,3,2,0.0,3,0,1,1,good credit
3,0.294118,2,0,0.054969000000000004,1,2,1.0,1,1,0.333333,1,0.16071400000000002,3,2,0.0,3,0,1,1,good credit
3,0.294118,2,3,0.18548499999999998,2,5,0.333333,1,1,1.0,3,0.214286,3,2,0.333333,3,0,1,1,bad credit
0,0.294118,2,0,0.06168200000000001,5,3,1.0,2,1,1.0,1,0.107143,3,1,0.0,3,0,1,1,bad credit
0,0.294118,2,0,0.158083,1,2,1.0,2,1,0.0,2,0.14285699999999998,3,2,0.0,3,0,1,1,bad credit
1,0.647059,0,9,0.6577529999999999,5,3,0.333333,1,1,0.333333,3,0.517857,1,2,0.0,4,0,2,1,good credit
3,0.073529,2,2,0.095191,1,2,0.333333,2,2,0.333333,3,0.0,3,1,0.333333,3,0,1,1,bad credit
1,0.16176500000000002,0,0,0.084076,1,2,0.333333,2,1,0.0,1,0.125,3,1,0.333333,1,0,1,1,bad credit
1,0.117647,2,0,0.0575,1,2,0.666667,2,1,0.0,3,0.107143,3,1,0.0,3,0,1,1,bad credit
0,0.382353,0,2,0.238418,1,3,0.333333,1,3,0.333333,1,0.232143,3,2,0.333333,3,0,1,1,good credit
1,0.647059,1,9,0.339276,1,5,1.0,2,1,0.666667,4,0.714286,3,1,0.0,3,0,1,1,bad credit
0,0.294118,2,2,0.08237,1,2,1.0,1,2,0.0,2,0.089286,3,2,0.0,2,0,1,2,good credit
